"destination","prefix","rate","initial","additional","effective"
"DENMARK - MOBILE - TELENOR","45418","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45419","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45420","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45421","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45422","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45423","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45424","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45425","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45501","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45502","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45503","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45504","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45505","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45507","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45508","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45509","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45510","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45511","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45512","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45513","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45514","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45515","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45516","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45517","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45519","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45520","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45525","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45526","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45527","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45528","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45529","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45530","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45532","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45534","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45535","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45536","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45537","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45538","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45600","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45601","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45602","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45603","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELIA","45604","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45606","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45607","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45608","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45610","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45611","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45612","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45613","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45615","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45616","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45617","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45618","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45619","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45710","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45711","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45712","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45713","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45714","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45715","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45716","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45718","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45810","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45811","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45812","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45815","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45910","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45914","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45916","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45917","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45918","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45919","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45920","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45923","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45925","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45926","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45927","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45928","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45930","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45931","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45932","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45933","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45934","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45935","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45936","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45937","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45938","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45939","0.01428600","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46252","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46254","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46376","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46518","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46519","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46673","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","46674","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN H3G MOBILE","46675","0.01528600","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46676","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46700","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46702","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46703","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46704","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46705","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46706","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46707","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","46708","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","46709","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46710","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46711","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46712","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46713","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46714","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46715","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46716","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46717","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46718","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","46726","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","46730","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","46733","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46736","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46737","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46739","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","46762","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN H3G MOBILE","46763","0.01528600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47402","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47403","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47407","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47411","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELE2  MOBILE","47412","0.03100000","1","1","2015-05-01 00:00:00"
"NORWAY TELE2  MOBILE","47413","0.03100000","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47414","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47415","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47416","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47417","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47450","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47451","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47452","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47454","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47455","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47460","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47464","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47468","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47472","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELE2  MOBILE","47473","0.03100000","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47476","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47478","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47480","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47481","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47482","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47591","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47592","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47595","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47598","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47599","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47810","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47811","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47812","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47813","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47815","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","47880","0.09442900","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47900","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47901","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47902","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47905","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47906","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47907","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47908","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47909","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47911","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47913","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47915","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47916","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47917","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47918","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47920","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47922","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47924","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47926","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47928","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47930","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47932","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47934","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47936","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47938","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47941","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47942","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47948","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47950","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47951","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47952","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47954","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47957","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47958","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47959","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47970","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47971","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47975","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47976","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47977","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47980","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47982","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47984","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47986","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY NETCOM MOBILE","47988","0.03014300","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47992","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47993","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47994","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47995","0.03328600","1","1","2015-05-01 00:00:00"
"NORWAY TELENOR MOBILE","47999","0.03328600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48530","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48531","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48532","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48533","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48534","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48535","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48537","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48538","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48539","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48570","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","48572","0.01457100","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48575","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48600","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48601","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48602","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48603","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48604","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48605","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48606","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48607","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48608","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48609","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48660","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48661","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48662","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48663","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48664","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48665","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48667","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48668","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48669","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48691","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48692","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48693","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48694","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48695","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48696","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48697","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48698","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48721","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48722","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48723","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48724","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48725","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48726","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48730","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48731","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48732","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48733","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","48780","0.01457100","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48781","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48782","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48783","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48784","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48785","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48787","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48788","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48790","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48791","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48792","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48793","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48794","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","48796","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","48797","0.01457100","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","48798","0.01457100","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48880","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48882","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48885","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48886","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","48887","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48888","0.01614300","1","1","2015-05-01 00:00:00"
"POLAND T MOBILE MOBILE","48889","0.01614300","1","1","2015-05-01 00:00:00"
"GERMANY-CIVIL SERVICE-FIXED","49115","0.00571400","1","1","2015-05-01 00:00:00"
"GERMANY T-MOBILE MOBILE","49151","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49152","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49157","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY 02 MOBILE","49159","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY T-MOBILE MOBILE","49160","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49162","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49163","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY T-MOBILE MOBILE","49170","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY T-MOBILE MOBILE","49171","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49172","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49173","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49174","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY T-MOBILE MOBILE","49175","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY 02 MOBILE","49176","0.02771400","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49177","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY-MOBILE","49178","0.02785700","1","1","2015-05-01 00:00:00"
"GERMANY 02 MOBILE","49179","0.02771400","1","1","2015-05-01 00:00:00"
