Prefix,Effective Date,InternationalRate,Description
325863,2/27/2015,0.02573,Belgium - Telenet Areas
325888,2/27/2015,0.02573,Belgium - Telenet Areas
325889,2/27/2015,0.02573,Belgium - Telenet Areas
325940,2/27/2015,0.02573,Belgium - Telenet Areas
325941,2/27/2015,0.02573,Belgium - Telenet Areas
325942,2/27/2015,0.02573,Belgium - Telenet Areas
325943,2/27/2015,0.02573,Belgium - Telenet Areas
325944,2/27/2015,0.02573,Belgium - Telenet Areas
325988,2/27/2015,0.02573,Belgium - Telenet Areas
325989,2/27/2015,0.02573,Belgium - Telenet Areas
326061,2/27/2015,0.02573,Belgium - Telenet Areas
326088,2/27/2015,0.02573,Belgium - Telenet Areas
326089,2/27/2015,0.02573,Belgium - Telenet Areas
326160,2/27/2015,0.02573,Belgium - Telenet Areas
326188,2/27/2015,0.02573,Belgium - Telenet Areas
326189,2/27/2015,0.02573,Belgium - Telenet Areas
326364,2/27/2015,0.02573,Belgium - Telenet Areas
326388,2/27/2015,0.02573,Belgium - Telenet Areas
326389,2/27/2015,0.02573,Belgium - Telenet Areas
326450,2/27/2015,0.02573,Belgium - Telenet Areas
326463,2/27/2015,0.02573,Belgium - Telenet Areas
326489,2/27/2015,0.02573,Belgium - Telenet Areas
326550,2/27/2015,0.02573,Belgium - Telenet Areas
326585,2/27/2015,0.02573,Belgium - Telenet Areas
326589,2/27/2015,0.02573,Belgium - Telenet Areas
326750,2/27/2015,0.02573,Belgium - Telenet Areas
326766,2/27/2015,0.02573,Belgium - Telenet Areas
326780,2/27/2015,0.02573,Belgium - Telenet Areas
326869,2/27/2015,0.02573,Belgium - Telenet Areas
326888,2/27/2015,0.02573,Belgium - Telenet Areas
326889,2/27/2015,0.02573,Belgium - Telenet Areas
326950,2/27/2015,0.02573,Belgium - Telenet Areas
326970,2/27/2015,0.02573,Belgium - Telenet Areas
326980,2/27/2015,0.02573,Belgium - Telenet Areas
327167,2/27/2015,0.02573,Belgium - Telenet Areas
327169,2/27/2015,0.02573,Belgium - Telenet Areas
327810,2/27/2015,0.02573,Belgium - Telenet Areas
327836,2/27/2015,0.02573,Belgium - Telenet Areas
327878,2/27/2015,0.02573,Belgium - Telenet Areas
328050,2/27/2015,0.02573,Belgium - Telenet Areas
328069,2/27/2015,0.02573,Belgium - Telenet Areas
328081,2/27/2015,0.02573,Belgium - Telenet Areas
328150,2/27/2015,0.02573,Belgium - Telenet Areas
328169,2/27/2015,0.02573,Belgium - Telenet Areas
328180,2/27/2015,0.02573,Belgium - Telenet Areas
328283,2/27/2015,0.02573,Belgium - Telenet Areas
328288,2/27/2015,0.02573,Belgium - Telenet Areas
328289,2/27/2015,0.02573,Belgium - Telenet Areas
328384,2/27/2015,0.02573,Belgium - Telenet Areas
328388,2/27/2015,0.02573,Belgium - Telenet Areas
328389,2/27/2015,0.02573,Belgium - Telenet Areas
328485,2/27/2015,0.02573,Belgium - Telenet Areas
328488,2/27/2015,0.02573,Belgium - Telenet Areas
328489,2/27/2015,0.02573,Belgium - Telenet Areas
328586,2/27/2015,0.02573,Belgium - Telenet Areas
328588,2/27/2015,0.02573,Belgium - Telenet Areas
328589,2/27/2015,0.02573,Belgium - Telenet Areas
328687,2/27/2015,0.02573,Belgium - Telenet Areas
328688,2/27/2015,0.02573,Belgium - Telenet Areas
328689,2/27/2015,0.02573,Belgium - Telenet Areas
328750,2/27/2015,0.02573,Belgium - Telenet Areas
328757,2/27/2015,0.02573,Belgium - Telenet Areas
328780,2/27/2015,0.02573,Belgium - Telenet Areas
328920,2/27/2015,0.02573,Belgium - Telenet Areas
328921,2/27/2015,0.02573,Belgium - Telenet Areas
328922,2/27/2015,0.02573,Belgium - Telenet Areas
328923,2/27/2015,0.02573,Belgium - Telenet Areas
328924,2/27/2015,0.02573,Belgium - Telenet Areas
328925,2/27/2015,0.02573,Belgium - Telenet Areas
328980,2/27/2015,0.02573,Belgium - Telenet Areas
328988,2/27/2015,0.02573,Belgium - Telenet Areas
329278,2/27/2015,0.02573,Belgium - Telenet Areas
329279,2/27/2015,0.02573,Belgium - Telenet Areas
329324,2/27/2015,0.02573,Belgium - Telenet Areas
329328,2/27/2015,0.02573,Belgium - Telenet Areas
329329,2/27/2015,0.02573,Belgium - Telenet Areas
329330,2/27/2015,0.02573,Belgium - Telenet Areas
329331,2/27/2015,0.02573,Belgium - Telenet Areas
329332,2/27/2015,0.02573,Belgium - Telenet Areas
329334,2/27/2015,0.02573,Belgium - Telenet Areas
329335,2/27/2015,0.02573,Belgium - Telenet Areas
329336,2/27/2015,0.02573,Belgium - Telenet Areas
329350,2/27/2015,0.02573,Belgium - Telenet Areas
3211967,2/27/2015,0.02573,Belgium - Telenet Areas
3211968,2/27/2015,0.02573,Belgium - Telenet Areas
3211969,2/27/2015,0.02573,Belgium - Telenet Areas
3271948,2/27/2015,0.02573,Belgium - Telenet Areas
3271949,2/27/2015,0.02573,Belgium - Telenet Areas
3278353,2/27/2015,0.02573,Belgium - Telenet Areas
321075,2/27/2015,0.02573,Belgium - Versatel Areas
321076,2/27/2015,0.02573,Belgium - Versatel Areas
321156,2/27/2015,0.02573,Belgium - Versatel Areas
321275,2/27/2015,0.02573,Belgium - Versatel Areas
321375,2/27/2015,0.02573,Belgium - Versatel Areas
321476,2/27/2015,0.02573,Belgium - Versatel Areas
321574,2/27/2015,0.02573,Belgium - Versatel Areas
321674,2/27/2015,0.02573,Belgium - Versatel Areas
321975,2/27/2015,0.02573,Belgium - Versatel Areas
322608,2/27/2015,0.02573,Belgium - Versatel Areas
322609,2/27/2015,0.02573,Belgium - Versatel Areas
322610,2/27/2015,0.02573,Belgium - Versatel Areas
322611,2/27/2015,0.02573,Belgium - Versatel Areas
322612,2/27/2015,0.02573,Belgium - Versatel Areas
322613,2/27/2015,0.02573,Belgium - Versatel Areas
323608,2/27/2015,0.02573,Belgium - Versatel Areas
323609,2/27/2015,0.02573,Belgium - Versatel Areas
323610,2/27/2015,0.02573,Belgium - Versatel Areas
323611,2/27/2015,0.02573,Belgium - Versatel Areas
323612,2/27/2015,0.02573,Belgium - Versatel Areas
324274,2/27/2015,0.02573,Belgium - Versatel Areas
324276,2/27/2015,0.02573,Belgium - Versatel Areas
324322,2/27/2015,0.02573,Belgium - Versatel Areas
325074,2/27/2015,0.02573,Belgium - Versatel Areas
325175,2/27/2015,0.02573,Belgium - Versatel Areas
325275,2/27/2015,0.02573,Belgium - Versatel Areas
325361,2/27/2015,0.02573,Belgium - Versatel Areas
325461,2/27/2015,0.02573,Belgium - Versatel Areas
325575,2/27/2015,0.02573,Belgium - Versatel Areas
325674,2/27/2015,0.02573,Belgium - Versatel Areas
325761,2/27/2015,0.02573,Belgium - Versatel Areas
325775,2/27/2015,0.02573,Belgium - Versatel Areas
325875,2/27/2015,0.02573,Belgium - Versatel Areas
325961,2/27/2015,0.02573,Belgium - Versatel Areas
326075,2/27/2015,0.02573,Belgium - Versatel Areas
326175,2/27/2015,0.02573,Belgium - Versatel Areas
326375,2/27/2015,0.02573,Belgium - Versatel Areas
326474,2/27/2015,0.02573,Belgium - Versatel Areas
326553,2/27/2015,0.02573,Belgium - Versatel Areas
326574,2/27/2015,0.02573,Belgium - Versatel Areas
326774,2/27/2015,0.02573,Belgium - Versatel Areas
326875,2/27/2015,0.02573,Belgium - Versatel Areas
326975,2/27/2015,0.02573,Belgium - Versatel Areas
327190,2/27/2015,0.02573,Belgium - Versatel Areas
328075,2/27/2015,0.02573,Belgium - Versatel Areas
328166,2/27/2015,0.02573,Belgium - Versatel Areas
328275,2/27/2015,0.02573,Belgium - Versatel Areas
328375,2/27/2015,0.02573,Belgium - Versatel Areas
328475,2/27/2015,0.02573,Belgium - Versatel Areas
328575,2/27/2015,0.02573,Belgium - Versatel Areas
328675,2/27/2015,0.02573,Belgium - Versatel Areas
328775,2/27/2015,0.02573,Belgium - Versatel Areas
328974,2/27/2015,0.02573,Belgium - Versatel Areas
329261,2/27/2015,0.02573,Belgium - Versatel Areas
329262,2/27/2015,0.02573,Belgium - Versatel Areas
329351,2/27/2015,0.02573,Belgium - Versatel Areas
3271940,2/27/2015,0.02573,Belgium - Versatel Areas
3271941,2/27/2015,0.02573,Belgium - Versatel Areas
3271943,2/27/2015,0.02573,Belgium - Versatel Areas
3271944,2/27/2015,0.02573,Belgium - Versatel Areas
3271945,2/27/2015,0.02573,Belgium - Versatel Areas
501,2/27/2015,0.22733,Belize
5016,2/27/2015,0.2428,Belize - Mobile
229,2/27/2015,0.22787,Benin
22992,2/27/2015,0.22573,Benin - Mobile - BBCOM
22993,2/27/2015,0.22573,Benin - Mobile - BBCOM
22968,2/27/2015,0.22093,Benin - Mobile - Globacom
22998,2/27/2015,0.22093,Benin - Mobile - Globacom
22999,2/27/2015,0.22093,Benin - Mobile - Globacom
22990,2/27/2015,0.2228,Benin - Mobile - Libercom
22964,2/27/2015,0.22347,Benin - Mobile - Moov
22965,2/27/2015,0.22347,Benin - Mobile - Moov
22994,2/27/2015,0.22347,Benin - Mobile - Moov
22995,2/27/2015,0.22347,Benin - Mobile - Moov
22961,2/27/2015,0.22093,Benin - Mobile - MTN
22962,2/27/2015,0.22093,Benin - Mobile - MTN
22966,2/27/2015,0.22093,Benin - Mobile - MTN
22967,2/27/2015,0.22093,Benin - Mobile - MTN
22996,2/27/2015,0.22093,Benin - Mobile - MTN
22997,2/27/2015,0.22093,Benin - Mobile - MTN
975,2/27/2015,0.07067,Bhutan
591,2/27/2015,0.11333,Bolivia
59144,2/27/2015,0.10933,Bolivia - Cochabamba
59122,2/27/2015,0.10933,Bolivia - La Paz
5916,2/27/2015,0.18653,Bolivia - Mobile
5917,2/27/2015,0.18653,Bolivia - Mobile
59167,2/27/2015,0.18467,Bolivia - Mobile - Entel
59168,2/27/2015,0.18467,Bolivia - Mobile - Entel
59171,2/27/2015,0.18467,Bolivia - Mobile - Entel
59172,2/27/2015,0.18467,Bolivia - Mobile - Entel
59173,2/27/2015,0.18467,Bolivia - Mobile - Entel
59174,2/27/2015,0.18467,Bolivia - Mobile - Entel
59160,2/27/2015,0.18467,Bolivia - Mobile - Nuevatel
59161,2/27/2015,0.18467,Bolivia - Mobile - Nuevatel
59165,2/27/2015,0.18467,Bolivia - Mobile - Nuevatel
59170,2/27/2015,0.18467,Bolivia - Mobile - Nuevatel
59179,2/27/2015,0.18467,Bolivia - Mobile - Nuevatel
59169,2/27/2015,0.18467,Bolivia - Mobile - Tigo
59175,2/27/2015,0.18467,Bolivia - Mobile - Tigo
59176,2/27/2015,0.18467,Bolivia - Mobile - Tigo
59177,2/27/2015,0.18467,Bolivia - Mobile - Tigo
59178,2/27/2015,0.18467,Bolivia - Mobile - Tigo
5919,2/27/2015,0.11333,Bolivia - Rural
59128,2/27/2015,0.11333,Bolivia - Rural
59132,2/27/2015,0.11333,Bolivia - Rural
59137,2/27/2015,0.11333,Bolivia - Rural
59142,2/27/2015,0.11333,Bolivia - Rural
59145,2/27/2015,0.11333,Bolivia - Rural
59147,2/27/2015,0.11333,Bolivia - Rural
591253,2/27/2015,0.11333,Bolivia - Rural
591254,2/27/2015,0.11333,Bolivia - Rural
591255,2/27/2015,0.11333,Bolivia - Rural
591264,2/27/2015,0.11333,Bolivia - Rural
591265,2/27/2015,0.11333,Bolivia - Rural
591266,2/27/2015,0.11333,Bolivia - Rural
591267,2/27/2015,0.11333,Bolivia - Rural
591268,2/27/2015,0.11333,Bolivia - Rural
591341,2/27/2015,0.11333,Bolivia - Rural
591364,2/27/2015,0.11333,Bolivia - Rural
591386,2/27/2015,0.11333,Bolivia - Rural
591387,2/27/2015,0.11333,Bolivia - Rural
591388,2/27/2015,0.11333,Bolivia - Rural
591395,2/27/2015,0.11333,Bolivia - Rural
591397,2/27/2015,0.11333,Bolivia - Rural
591398,2/27/2015,0.11333,Bolivia - Rural
591449,2/27/2015,0.11333,Bolivia - Rural
5912213,2/27/2015,0.11333,Bolivia - Rural
5912513,2/27/2015,0.11333,Bolivia - Rural
5912529,2/27/2015,0.11333,Bolivia - Rural
5912582,2/27/2015,0.11333,Bolivia - Rural
5912583,2/27/2015,0.11333,Bolivia - Rural
5912584,2/27/2015,0.11333,Bolivia - Rural
5912585,2/27/2015,0.11333,Bolivia - Rural
5912586,2/27/2015,0.11333,Bolivia - Rural
5912587,2/27/2015,0.11333,Bolivia - Rural
5912588,2/27/2015,0.11333,Bolivia - Rural
5912589,2/27/2015,0.11333,Bolivia - Rural
5912590,2/27/2015,0.11333,Bolivia - Rural
5912591,2/27/2015,0.11333,Bolivia - Rural
5912592,2/27/2015,0.11333,Bolivia - Rural
5912593,2/27/2015,0.11333,Bolivia - Rural
5912594,2/27/2015,0.11333,Bolivia - Rural
5912595,2/27/2015,0.11333,Bolivia - Rural
5912596,2/27/2015,0.11333,Bolivia - Rural
5912597,2/27/2015,0.11333,Bolivia - Rural
5912632,2/27/2015,0.11333,Bolivia - Rural
5912633,2/27/2015,0.11333,Bolivia - Rural
5912634,2/27/2015,0.11333,Bolivia - Rural
5912635,2/27/2015,0.11333,Bolivia - Rural
5912636,2/27/2015,0.11333,Bolivia - Rural
5912637,2/27/2015,0.11333,Bolivia - Rural
5912638,2/27/2015,0.11333,Bolivia - Rural
5912639,2/27/2015,0.11333,Bolivia - Rural
5912690,2/27/2015,0.11333,Bolivia - Rural
5912691,2/27/2015,0.11333,Bolivia - Rural
5912692,2/27/2015,0.11333,Bolivia - Rural
5912693,2/27/2015,0.11333,Bolivia - Rural
5912694,2/27/2015,0.11333,Bolivia - Rural
5912696,2/27/2015,0.11333,Bolivia - Rural
5912697,2/27/2015,0.11333,Bolivia - Rural
5913313,2/27/2015,0.11333,Bolivia - Rural
5913323,2/27/2015,0.11333,Bolivia - Rural
5913471,2/27/2015,0.11333,Bolivia - Rural
5913472,2/27/2015,0.11333,Bolivia - Rural
5913473,2/27/2015,0.11333,Bolivia - Rural
5913474,2/27/2015,0.11333,Bolivia - Rural
5913475,2/27/2015,0.11333,Bolivia - Rural
5913476,2/27/2015,0.11333,Bolivia - Rural
5913477,2/27/2015,0.11333,Bolivia - Rural
5913478,2/27/2015,0.11333,Bolivia - Rural
5913479,2/27/2015,0.11333,Bolivia - Rural
5913480,2/27/2015,0.11333,Bolivia - Rural
5913481,2/27/2015,0.11333,Bolivia - Rural
5913482,2/27/2015,0.11333,Bolivia - Rural
5913483,2/27/2015,0.11333,Bolivia - Rural
5913484,2/27/2015,0.11333,Bolivia - Rural
5913485,2/27/2015,0.11333,Bolivia - Rural
5913825,2/27/2015,0.11333,Bolivia - Rural
5913826,2/27/2015,0.11333,Bolivia - Rural
5913830,2/27/2015,0.11333,Bolivia - Rural
5913831,2/27/2015,0.11333,Bolivia - Rural
5913832,2/27/2015,0.11333,Bolivia - Rural
5913833,2/27/2015,0.11333,Bolivia - Rural
5913834,2/27/2015,0.11333,Bolivia - Rural
5913835,2/27/2015,0.11333,Bolivia - Rural
5913836,2/27/2015,0.11333,Bolivia - Rural
5913837,2/27/2015,0.11333,Bolivia - Rural
5913838,2/27/2015,0.11333,Bolivia - Rural
5913839,2/27/2015,0.11333,Bolivia - Rural
5913851,2/27/2015,0.11333,Bolivia - Rural
5913852,2/27/2015,0.11333,Bolivia - Rural
5913853,2/27/2015,0.11333,Bolivia - Rural
5913854,2/27/2015,0.11333,Bolivia - Rural
5913855,2/27/2015,0.11333,Bolivia - Rural
5913856,2/27/2015,0.11333,Bolivia - Rural
5913857,2/27/2015,0.11333,Bolivia - Rural
5913858,2/27/2015,0.11333,Bolivia - Rural
5913859,2/27/2015,0.11333,Bolivia - Rural
5913890,2/27/2015,0.11333,Bolivia - Rural
5913891,2/27/2015,0.11333,Bolivia - Rural
5913892,2/27/2015,0.11333,Bolivia - Rural
5913893,2/27/2015,0.11333,Bolivia - Rural
5913894,2/27/2015,0.11333,Bolivia - Rural
5913895,2/27/2015,0.11333,Bolivia - Rural
5913896,2/27/2015,0.11333,Bolivia - Rural
5913925,2/27/2015,0.11333,Bolivia - Rural
5913927,2/27/2015,0.11333,Bolivia - Rural
5913929,2/27/2015,0.11333,Bolivia - Rural
5913931,2/27/2015,0.11333,Bolivia - Rural
5913932,2/27/2015,0.11333,Bolivia - Rural
5913933,2/27/2015,0.11333,Bolivia - Rural
5913934,2/27/2015,0.11333,Bolivia - Rural
5913935,2/27/2015,0.11333,Bolivia - Rural
5913936,2/27/2015,0.11333,Bolivia - Rural
5913937,2/27/2015,0.11333,Bolivia - Rural
5913940,2/27/2015,0.11333,Bolivia - Rural
5913942,2/27/2015,0.11333,Bolivia - Rural
5913944,2/27/2015,0.11333,Bolivia - Rural
5913946,2/27/2015,0.11333,Bolivia - Rural
5913947,2/27/2015,0.11333,Bolivia - Rural
5913948,2/27/2015,0.11333,Bolivia - Rural
5913961,2/27/2015,0.11333,Bolivia - Rural
5913963,2/27/2015,0.11333,Bolivia - Rural
5913964,2/27/2015,0.11333,Bolivia - Rural
5913965,2/27/2015,0.11333,Bolivia - Rural
5913966,2/27/2015,0.11333,Bolivia - Rural
5913967,2/27/2015,0.11333,Bolivia - Rural
5913968,2/27/2015,0.11333,Bolivia - Rural
5914413,2/27/2015,0.11333,Bolivia - Rural
5914434,2/27/2015,0.11333,Bolivia - Rural
5914438,2/27/2015,0.11333,Bolivia - Rural
5914457,2/27/2015,0.11333,Bolivia - Rural
5914477,2/27/2015,0.11333,Bolivia - Rural
5914478,2/27/2015,0.11333,Bolivia - Rural
5914480,2/27/2015,0.11333,Bolivia - Rural
5914483,2/27/2015,0.11333,Bolivia - Rural
5914485,2/27/2015,0.11333,Bolivia - Rural
5914486,2/27/2015,0.11333,Bolivia - Rural
5914487,2/27/2015,0.11333,Bolivia - Rural
5914490,2/27/2015,0.11333,Bolivia - Rural
5914491,2/27/2015,0.11333,Bolivia - Rural
5914492,2/27/2015,0.11333,Bolivia - Rural
5914493,2/27/2015,0.11333,Bolivia - Rural
5914494,2/27/2015,0.11333,Bolivia - Rural
5914496,2/27/2015,0.11333,Bolivia - Rural
5914497,2/27/2015,0.11333,Bolivia - Rural
5914498,2/27/2015,0.11333,Bolivia - Rural
5914499,2/27/2015,0.11333,Bolivia - Rural
5914628,2/27/2015,0.11333,Bolivia - Rural
5914629,2/27/2015,0.11333,Bolivia - Rural
5914630,2/27/2015,0.11333,Bolivia - Rural
5914632,2/27/2015,0.11333,Bolivia - Rural
5914633,2/27/2015,0.11333,Bolivia - Rural
5914634,2/27/2015,0.11333,Bolivia - Rural
5914635,2/27/2015,0.11333,Bolivia - Rural
5914636,2/27/2015,0.11333,Bolivia - Rural
5914637,2/27/2015,0.11333,Bolivia - Rural
5914638,2/27/2015,0.11333,Bolivia - Rural
5914639,2/27/2015,0.11333,Bolivia - Rural
5914647,2/27/2015,0.11333,Bolivia - Rural
5914649,2/27/2015,0.11333,Bolivia - Rural
5914652,2/27/2015,0.11333,Bolivia - Rural
5914653,2/27/2015,0.11333,Bolivia - Rural
5914654,2/27/2015,0.11333,Bolivia - Rural
5914655,2/27/2015,0.11333,Bolivia - Rural
5914656,2/27/2015,0.11333,Bolivia - Rural
5914657,2/27/2015,0.11333,Bolivia - Rural
5914658,2/27/2015,0.11333,Bolivia - Rural
5914659,2/27/2015,0.11333,Bolivia - Rural
5914672,2/27/2015,0.11333,Bolivia - Rural
5914677,2/27/2015,0.11333,Bolivia - Rural
5914678,2/27/2015,0.11333,Bolivia - Rural
5914679,2/27/2015,0.11333,Bolivia - Rural
5914680,2/27/2015,0.11333,Bolivia - Rural
5914681,2/27/2015,0.11333,Bolivia - Rural
5914682,2/27/2015,0.11333,Bolivia - Rural
5914683,2/27/2015,0.11333,Bolivia - Rural
5914684,2/27/2015,0.11333,Bolivia - Rural
5914685,2/27/2015,0.11333,Bolivia - Rural
5914686,2/27/2015,0.11333,Bolivia - Rural
5914687,2/27/2015,0.11333,Bolivia - Rural
5914697,2/27/2015,0.11333,Bolivia - Rural
5914698,2/27/2015,0.11333,Bolivia - Rural
5914699,2/27/2015,0.11333,Bolivia - Rural
59122566,2/27/2015,0.11333,Bolivia - Rural
59122567,2/27/2015,0.11333,Bolivia - Rural
59122568,2/27/2015,0.11333,Bolivia - Rural
59122569,2/27/2015,0.11333,Bolivia - Rural
59122570,2/27/2015,0.11333,Bolivia - Rural
59122598,2/27/2015,0.11333,Bolivia - Rural
59122599,2/27/2015,0.11333,Bolivia - Rural
59122755,2/27/2015,0.11333,Bolivia - Rural
59122756,2/27/2015,0.11333,Bolivia - Rural
59122757,2/27/2015,0.11333,Bolivia - Rural
59122758,2/27/2015,0.11333,Bolivia - Rural
59122759,2/27/2015,0.11333,Bolivia - Rural
59122875,2/27/2015,0.11333,Bolivia - Rural
59122876,2/27/2015,0.11333,Bolivia - Rural
59122877,2/27/2015,0.11333,Bolivia - Rural
59122878,2/27/2015,0.11333,Bolivia - Rural
59122879,2/27/2015,0.11333,Bolivia - Rural
59122895,2/27/2015,0.11333,Bolivia - Rural
59122896,2/27/2015,0.11333,Bolivia - Rural
59122897,2/27/2015,0.11333,Bolivia - Rural
59122898,2/27/2015,0.11333,Bolivia - Rural
59122899,2/27/2015,0.11333,Bolivia - Rural
59126132,2/27/2015,0.11333,Bolivia - Rural
59126133,2/27/2015,0.11333,Bolivia - Rural
59126134,2/27/2015,0.11333,Bolivia - Rural
59126135,2/27/2015,0.11333,Bolivia - Rural
59126136,2/27/2015,0.11333,Bolivia - Rural
59126137,2/27/2015,0.11333,Bolivia - Rural
59126138,2/27/2015,0.11333,Bolivia - Rural
59126139,2/27/2015,0.11333,Bolivia - Rural
59126192,2/27/2015,0.11333,Bolivia - Rural
59126198,2/27/2015,0.11333,Bolivia - Rural
59126199,2/27/2015,0.11333,Bolivia - Rural
59126214,2/27/2015,0.11333,Bolivia - Rural
59126215,2/27/2015,0.11333,Bolivia - Rural
59126216,2/27/2015,0.11333,Bolivia - Rural
59126217,2/27/2015,0.11333,Bolivia - Rural
59126218,2/27/2015,0.11333,Bolivia - Rural
59126219,2/27/2015,0.11333,Bolivia - Rural
59126302,2/27/2015,0.11333,Bolivia - Rural
59126315,2/27/2015,0.11333,Bolivia - Rural
59126316,2/27/2015,0.11333,Bolivia - Rural
59126317,2/27/2015,0.11333,Bolivia - Rural
59126318,2/27/2015,0.11333,Bolivia - Rural
59126319,2/27/2015,0.11333,Bolivia - Rural
59133736,2/27/2015,0.11333,Bolivia - Rural
59133737,2/27/2015,0.11333,Bolivia - Rural
59133738,2/27/2015,0.11333,Bolivia - Rural
59133739,2/27/2015,0.11333,Bolivia - Rural
59133760,2/27/2015,0.11333,Bolivia - Rural
59133761,2/27/2015,0.11333,Bolivia - Rural
59133762,2/27/2015,0.11333,Bolivia - Rural
59133823,2/27/2015,0.11333,Bolivia - Rural
59133884,2/27/2015,0.11333,Bolivia - Rural
59134225,2/27/2015,0.11333,Bolivia - Rural
59134226,2/27/2015,0.11333,Bolivia - Rural
59134227,2/27/2015,0.11333,Bolivia - Rural
59134228,2/27/2015,0.11333,Bolivia - Rural
59134229,2/27/2015,0.11333,Bolivia - Rural
59134650,2/27/2015,0.11333,Bolivia - Rural
59134651,2/27/2015,0.11333,Bolivia - Rural
59134652,2/27/2015,0.11333,Bolivia - Rural
59134653,2/27/2015,0.11333,Bolivia - Rural
59134654,2/27/2015,0.11333,Bolivia - Rural
59134655,2/27/2015,0.11333,Bolivia - Rural
59134658,2/27/2015,0.11333,Bolivia - Rural
59134659,2/27/2015,0.11333,Bolivia - Rural
